2023-04-25 14:18:04, 260
2023-04-25 14:18:05, 572
2023-04-25 14:18:05, 950
2023-04-25 14:34:14, 831
2023-04-25 14:34:14, 202
2023-04-25 14:34:15, 84
2023-04-25 14:34:15, 577
2023-04-25 14:34:15, 104
2023-04-25 14:34:15, 663
2023-04-25 14:34:15, 649
2023-04-25 14:34:16, 761
2023-04-25 14:34:16, 151
2023-04-25 14:34:16, 187
2023-04-25 14:34:16, 347
2023-04-25 14:34:17, 415
2023-04-25 14:34:17, 922
2023-04-25 14:34:17, 361
2023-04-25 14:34:18, 484
2023-04-25 14:34:18, 468
2023-04-25 14:34:18, 639
2023-04-25 14:34:18, 984
2023-04-25 14:34:20, 801
2023-04-25 14:34:20, 828
2023-04-25 14:34:21, 100
2023-04-25 14:34:21, 755
2023-04-25 14:34:21, 187
2023-04-25 14:34:23, 711
2023-04-25 14:34:23, 874
2023-04-25 14:34:24, 762
2023-04-25 14:34:58, 316
2023-04-25 14:34:58, 850
2023-04-25 14:34:59, 623
2023-04-25 14:34:59, 559
2023-04-25 14:34:59, 603
2023-04-25 14:34:59, 641
2023-04-25 14:35:00, 541
2023-04-25 14:35:00, 297
2023-04-25 14:35:00, 510
2023-04-25 14:35:00, 302
2023-04-25 14:35:00, 137
2023-04-25 14:35:01, 826
2023-04-25 14:35:01, 925
2023-04-25 14:35:01, 558
2023-04-25 14:35:01, 718
2023-04-25 14:35:01, 192
2023-04-25 14:35:01, 609
2023-04-25 14:35:02, 222
2023-04-25 14:35:02, 994
2023-04-25 14:35:02, 828
2023-04-25 14:35:02, 77
2023-04-25 14:35:02, 389
2023-04-25 14:35:05, 435
2023-04-25 14:35:05, 538
2023-04-25 14:35:05, 33
2023-04-25 14:35:06, 365
2023-04-25 14:35:06, 272
2023-04-25 14:35:12, 920
2023-04-25 14:35:12, 625
2023-04-25 14:35:12, 173
2023-04-25 14:35:12, 906
2023-04-25 14:35:12, 373
2023-04-25 14:35:12, 599
2023-04-25 14:35:13, 717
2023-04-25 14:35:13, 626
2023-04-25 14:35:13, 756
2023-04-25 14:35:13, 638
2023-04-25 14:35:13, 955
2023-04-25 14:35:14, 141
2023-04-25 14:35:14, 542
2023-04-25 14:35:15, 697
2023-04-25 14:35:15, 145
2023-04-25 14:35:15, 766
2023-04-25 14:35:15, 141
2023-04-25 14:35:15, 776
2023-04-25 14:35:16, 280
2023-04-25 14:35:16, 583
2023-04-25 14:35:16, 851
2023-04-25 14:35:16, 597
2023-04-25 14:35:16, 318
2023-04-25 14:35:16, 102
2023-04-25 14:35:17, 522
2023-04-25 14:35:17, 392
2023-04-25 14:35:17, 147
2023-04-25 14:35:17, 273
2023-04-25 14:35:17, 798
2023-04-25 14:35:18, 241
2023-04-25 14:35:18, 986
2023-04-25 14:35:18, 361
2023-04-25 14:37:24, 813
2023-04-25 14:37:25, 891
2023-04-25 14:37:25, 735
2023-04-25 14:37:25, 16
2023-04-25 14:37:25, 801
2023-04-25 14:37:25, 67
2023-04-25 14:37:26, 177
2023-04-25 14:37:26, 628
2023-04-25 14:37:26, 958
2023-04-25 14:37:26, 673
2023-04-25 14:37:26, 344
2023-04-25 14:37:27, 581
2023-04-25 14:37:36, 271
2023-04-25 14:37:36, 181
2023-04-25 14:37:36, 911
2023-04-25 14:37:36, 333
2023-04-25 14:37:36, 536
2023-04-25 14:37:37, 113
2023-04-25 14:37:37, 453
2023-04-25 14:37:37, 302
2023-04-25 14:37:38, 826
2023-04-25 14:37:38, 954
2023-04-25 14:37:38, 133
2023-04-25 14:37:38, 577
2023-04-25 14:37:38, 322
2023-04-25 14:37:39, 53
2023-04-25 14:37:39, 665
2023-04-25 14:37:39, 654
2023-04-25 14:37:39, 645
2023-04-25 14:37:40, 112
2023-04-25 14:37:40, 77
2023-04-25 14:37:40, 676
2023-04-25 14:37:42, 434
2023-04-25 14:37:42, 59
2023-04-25 14:37:43, 857
2023-04-25 14:37:43, 894
2023-04-25 14:37:43, 215
2023-04-25 14:37:43, 260
2023-04-25 14:37:43, 205
2023-04-25 14:37:44, 368
2023-04-25 14:37:44, 34
2023-04-25 14:37:44, 24
2023-04-25 14:37:44, 255
2023-04-25 14:37:45, 883
2023-04-25 14:37:45, 991
2023-04-25 14:37:45, 105
2023-04-25 14:37:45, 515
2023-04-25 14:37:45, 979
2023-04-25 14:37:45, 851
2023-04-25 14:37:46, 707
2023-04-25 14:37:46, 852
2023-04-25 14:37:46, 612
2023-04-25 14:37:46, 168
2023-04-25 14:37:47, 118
2023-04-25 14:37:47, 980
2023-04-25 14:41:30, 848
2023-04-25 14:41:30, 336
2023-04-25 14:41:30, 448
2023-04-25 14:41:30, 643
2023-04-25 14:41:31, 633
2023-04-25 14:41:31, 730
2023-04-25 14:41:31, 979
2023-04-25 14:41:31, 995
2023-04-25 14:41:32, 946
2023-04-25 14:41:32, 887
